RSL,TOR,2019-05-18,13:00:00,https://rsl.com/tickets/single
RSL,ATL,2019-05-24,19:00:00,https://rsl.com/tickets/single
RSL,SKC,2019-06-29,20:00:00,https://rsl.com/tickets/single
RSL,CLB,2019-07-03,20:00:00,https://rsl.com/tickets/single
RSL,PHI,2019-07-13,20:00:00,https://rsl.com/tickets/single
RSL,MIN,2019-07-20,20:00:00,https://rsl.com/tickets/single
RSL,NYC,2019-08-03,20:00:00,https://rsl.com/tickets/single
RSL,SEA,2019-08-14,20:00:00,https://rsl.com/tickets/single
RSL,LAFC,2019-08-17,20:00:00,https://rsl.com/tickets/single
RSL,COL,2019-08-24,20:00:00,https://rsl.com/tickets/single
RSL,SJE,2019-09-11,19:30:00,https://rsl.com/tickets/single
RSL,LAG,2019-09-25,19:30:00,https://rsl.com/tickets/single
RSL,HOU,2019-09-29,17:30:00,https://rsl.com/tickets/single
